X,Y,Height_Ft,Name,Trail,Poplarity,Pitches,Comments,File_path,Difficulty,Anchors,ClimbClass,Descent,Fixed_Gear,Type,ID
-108.7225314,39.09121108,400,"North Face, Grand View Tower",Monument Trail,2,4,Old bolts,P:\Photos\Climbing Survey 2014\MCTN08.JPG,unknown,6,4,Rappel/Lower,Yes,mixed,MCTN08
-108.6545811,39.03609103,70,Unknown Top Rope,Red Canyon Access,1,1,,P:\Photos\Climbing Survey 2014\CCBN04.JPG,unknown,0,1,Walk off,No,toprope,CCBN04
-108.7183508,39.08908512,0,Kissing Couple Tower,Monument Trail,2,2,Unknown height. dihedral with anchors,P:\Photos\Climbing Survey 2014\MCTS02.JPG,unknown,2,3,Rappel/Lower,Yes,trad,MCTS02
-108.7261522,39.0465974,100,Unknown,Near Suction Point,1,1,2 drilled angles for anchor with webbing,P:\Photos\Climbing Survey 2014\UCBS01.JPG,unknown,2,1,Rappel/Lower,Yes,trad,UCBS01
-108.7122216,39.08426432,200,Unknown,Monument Canyon Trail,1,2,Unknown anchors with webbing,P:\Photos\Climbing Survey 2014\MCBE06.JPG,unknown,2,2,Rappel/Lower,Yes,trad,MCBE06
-108.7132483,39.08591585,100,Unknown,Monument Canyon Trail,1,1,1 set of anchors with chains,P:\Photos\Climbing Survey 2014\MCTE08.JPG,unknown,2,1,Rappel/Lower,Yes,trad,MCTE08
-108.7136932,39.08606271,75,Unknown,Monument Canyon Trail,1,1,One bolt anchor,P:\Photos\Climbing Survey 2014\MCTN09.JPG,unknown,1,1,Rappel/Lower,Yes,trad,MCTN09
-108.7045345,39.07721143,45,Unknown,Monument Canyon Trail,1,1,1 set of anchors,P:\Photos\Climbing Survey 2014\MCBN14.JPG,unknown,2,1,Rappel/Lower,Yes,trad,MCBN14
-108.7118116,39.07498353,200,Tweedle Dee,Monument Canyon Trail,1,2,,P:\Photos\Climbing Survey 2014\MCTN16.JPG,unknown,2,2,Rappel/Lower,Yes,trad,MCTN16
-108.7118864,39.07476783,200,Tweedle Dum,Monument Canyon Trail,1,0,,P:\Photos\Climbing Survey 2014\MCTN17.JPG,unknown,2,2,Rappel/Lower,Yes,trad,MCTN17
-108.712663,39.07481095,80,Unknown,Monument Canyon Trail,1,1,,P:\Photos\Climbing Survey 2014\MCTN18.JPG,unknown,2,1,Rappel/Lower,Yes,trad,MCTN18
-108.712105,39.07514407,80,Unknown,Monument Canyon Trail,1,1,,P:\Photos\Climbing Survey 2014\MCTN19.JPG,unknown,2,1,Rappel/Lower,Yes,trad,MCTN19
-108.7206043,39.09706016,80,Route 7,Monument Canyon Trail,1,1,Bolts for anchors,P:\Photos\Climbing Survey 2014\MCBS38.JPG,unknown,2,1,Rappel/Lower,Yes,trad,MCBS38
-108.6919033,38.99240233,60,Ceramic Tower,Upper No Thoroughfare Trail,1,1,One Set of anchors at top,P:\Photos\Climbing Survey 2014\NTTN28.JPG,unknown,2,1,Rappel/Lower,Yes,trad,NTTN28
-108.6901983,38.99664283,180,Bobble Head Tower,Upper No Thoroughfare Trail,1,2,One Set of anchors at top,P:\Photos\Climbing Survey 2014\NTTW29.JPG,unknown,4,1,Rappel/Lower,Yes,trad,NTTW29
-108.7333423,39.11600187,60,Unknown,Hike From Road,2,1,"Drilled angle for anchors, webbing visible, left of special verdict, same anchors",,unknown,2,1,Rappel/Lower,Yes,trad,FCBS05
-108.6453509,39.01394128,300,Unknown,No Thoroughfare Trail,1,3,Unknown free climb that goes to the rim,,unknown,0,2,Rappel/Lower,Yes,trad,NTBW21
-108.6455047,39.01409314,100,Unknown,No Thoroughfare Trail,1,1,Unknown free climb,,unknown,0,1,Rappel/Lower,Yes,trad,NTBW22
-108.688828,39.08102148,0,Augustina's Tower,Monument Bench Trail,1,0,,,unknown,2,1,Rappel/Lower,Yes,trad,MBBW18
-108.6889164,39.08093742,0,Virga Tower,Monument Bench Trail,1,0,,,unknown,2,1,Rappel/Lower,Yes,trad,MBBW19
-108.6929113,39.08514655,0,12 Hour Tower,Monument Bench Trail,1,0,,,unknown,2,1,Rappel/Lower,Yes,trad,MBBW20
-108.691069,38.99269572,100,Mosaic Tower,Upper No Thoroughfare Trail,1,1,One Set of anchors at top,P:\Photos\Climbing Survey 2014\NTTW26.JPG,unknown,2,1,Rappel/Lower,Yes,trad,NTTW26
-108.7183951,39.08912489,0,"Kissing Couple Tower, Unknown",Monument Trail,2,3,"Unknown height. left of big hetti, chalkstone slung",P:\Photos\Climbing Survey 2014\MCTE03.JPG,unknown,0,3,Rappel/Lower,No,trad,MCTE03
-108.7046323,39.07731762,80,Unknown,Monument Canyon Trail,1,1,1 set of anchors,P:\Photos\Climbing Survey 2014\MCBE13.JPG,unknown,0,1,Rappel/Lower,Yes,trad,MCBE13
